CODREG;REG;CODDEP;CODCAN;CAN;NBCOM;PMUN;PTOT
75;Nouvelle-Aquitaine;40;02;Chalosse Tursan;50;26030;26655
75;Nouvelle-Aquitaine;40;03;Côte d'Argent;16;24871;25399
75;Nouvelle-Aquitaine;40;04;Coteau de Chalosse;50;25784;26485
75;Nouvelle-Aquitaine;40;05;Dax-1;11;26469;27343
75;Nouvelle-Aquitaine;40;06;Dax-2;10;30381;31643
75;Nouvelle-Aquitaine;40;07;Grands Lacs;13;34711;35502
75;Nouvelle-Aquitaine;40;08;Haute Lande Armagnac;47;22444;23159
75;Nouvelle-Aquitaine;40;09;Marensin Sud;12;32320;33052
75;Nouvelle-Aquitaine;40;10;Mont-de-Marsan-1;10;25590;26671
75;Nouvelle-Aquitaine;40;11;Mont-de-Marsan-2;9;28582;29628
75;Nouvelle-Aquitaine;40;12;Orthe et Arrigans;24;24006;24673
75;Nouvelle-Aquitaine;40;13;Pays morcenais tarusate;23;27197;27752
75;Nouvelle-Aquitaine;40;14;Pays Tyrossais;11;37153;38130
75;Nouvelle-Aquitaine;40;15;Seignanx;8;28770;29436
24;Centre-Val de Loire;41;01;La Beauce;34;24386;24880
24;Centre-Val de Loire;41;02;Blois-1;1;21152;21351
24;Centre-Val de Loire;41;03;Blois-2;6;23977;24770
24;Centre-Val de Loire;41;04;Blois-3;11;20929;21914
24;Centre-Val de Loire;41;05;Chambord;23;25630;26108
24;Centre-Val de Loire;41;06;Montoire-sur-le-Loir;46;21873;22504
24;Centre-Val de Loire;41;07;Montrichard Val de Cher;14;21014;21539
24;Centre-Val de Loire;41;08;Veuzain-sur-Loire;21;19952;20487
24;Centre-Val de Loire;41;09;Le Perche;46;22731;23182
24;Centre-Val de Loire;41;10;Romorantin-Lanthenay;6;20311;20838
24;Centre-Val de Loire;41;11;Saint-Aignan;16;18750;19116
24;Centre-Val de Loire;41;12;Selles-sur-Cher;17;21164;21532
24;Centre-Val de Loire;41;13;La Sologne;14;22125;22522
24;Centre-Val de Loire;41;14;Vendôme;8;23057;24127
24;Centre-Val de Loire;41;15;Vineuil;8;22306;22896
84;Auvergne-Rhône-Alpes;42;01;Andrézieux-Bouthéon;15;45523;46292
84;Auvergne-Rhône-Alpes;42;02;Boën-sur-Lignon;51;29834;30629
84;Auvergne-Rhône-Alpes;42;03;Charlieu;31;29675;30666
84;Auvergne-Rhône-Alpes;42;04;Le Coteau;29;33045;33966
84;Auvergne-Rhône-Alpes;42;05;Feurs;33;38727;39611
84;Auvergne-Rhône-Alpes;42;06;Firminy;5;30793;31135
84;Auvergne-Rhône-Alpes;42;07;Montbrison;31;41975;43362
84;Auvergne-Rhône-Alpes;42;08;Le Pilat;35;35851;36803
84;Auvergne-Rhône-Alpes;42;09;Renaison;36;29616;30392
84;Auvergne-Rhône-Alpes;42;10;Rive-de-Gier;11;43809;44291
84;Auvergne-Rhône-Alpes;42;11;Roanne-1;2;29241;29949
84;Auvergne-Rhône-Alpes;42;12;Roanne-2;4;29866;30447
84;Auvergne-Rhône-Alpes;42;13;Saint-Chamond;2;40075;40503
84;Auvergne-Rhône-Alpes;42;14;Saint-Etienne-1;1;39858;40344
84;Auvergne-Rhône-Alpes;42;15;Saint-Etienne-2;3;36314;36647
84;Auvergne-Rhône-Alpes;42;16;Saint-Etienne-3;3;42381;42768
84;Auvergne-Rhône-Alpes;42;17;Saint-Etienne-4;2;36909;37305
84;Auvergne-Rhône-Alpes;42;18;Saint-Etienne-5;3;35267;35560
84;Auvergne-Rhône-Alpes;42;19;Saint-Etienne-6;1;39798;40421
84;Auvergne-Rhône-Alpes;42;20;Saint-Just-Saint-Rambert;18;44973;45851
84;Auvergne-Rhône-Alpes;42;21;Sorbiers;13;34978;35666
84;Auvergne-Rhône-Alpes;43;01;Aurec-sur-Loire;4;14763;14980
84;Auvergne-Rhône-Alpes;43;02;Bas-en-Basset;9;13279;13544
84;Auvergne-Rhône-Alpes;43;03;Boutières;12;12546;12828
84;Auvergne-Rhône-Alpes;43;04;Brioude;12;13146;13837
84;Auvergne-Rhône-Alpes;43;05;Les Deux Rivières et Vallées;5;14083;14324
84;Auvergne-Rhône-Alpes;43;06;Emblavez-et-Meygal;14;12771;13034
84;Auvergne-Rhône-Alpes;43;07;Gorges de l'Allier-Gévaudan;26;9182;9492
84;Auvergne-Rhône-Alpes;43;08;Mézenc;21;11274;11549
84;Auvergne-Rhône-Alpes;43;09;Monistrol-sur-Loire;4;14109;14686
84;Auvergne-Rhône-Alpes;43;10;Pays de Lafayette;41;9201;9439
84;Auvergne-Rhône-Alpes;43;11;Plateau du Haut-Velay granitique;26;9449;9640
84;Auvergne-Rhône-Alpes;43;12;Le Puy-en-Velay-1;4;12728;13075
84;Auvergne-Rhône-Alpes;43;13;Le Puy-en-Velay-2;6;13039;13464
84;Auvergne-Rhône-Alpes;43;14;Le Puy-en-Velay-3;4;11356;11896
84;Auvergne-Rhône-Alpes;43;15;Le Puy-en-Velay-4;3;11402;11942
84;Auvergne-Rhône-Alpes;43;16;Saint-Paulien;18;10250;10478
84;Auvergne-Rhône-Alpes;43;17;Sainte-Florine;21;11409;11677
84;Auvergne-Rhône-Alpes;43;18;Velay volcanique;23;10909;11255
84;Auvergne-Rhône-Alpes;43;19;Yssingeaux;7;12593;13132
52;Pays de la Loire;44;01;Ancenis-Saint-Géréon;12;46443;47503
52;Pays de la Loire;44;02;La Baule-Escoublac;6;45761;47032
52;Pays de la Loire;44;03;Blain;14;55135;56106
52;Pays de la Loire;44;04;Carquefou;4;49843;50851
52;Pays de la Loire;44;05;La Chapelle-sur-Erdre;6;53999;55166
52;Pays de la Loire;44;06;Châteaubriant;19;33313;34255
52;Pays de la Loire;44;07;Clisson;12;41555;42779
52;Pays de la Loire;44;08;Guémené-Penfao;19;36735;37705
52;Pays de la Loire;44;09;Guérande;10;50565;51795
52;Pays de la Loire;44;10;Machecoul-Saint-Même;13;41618;42408
52;Pays de la Loire;44;11;Nantes-1;1;43940;44989
52;Pays de la Loire;44;12;Nantes-2;1;42472;43260
52;Pays de la Loire;44;13;Nantes-3;1;54865;55610
52;Pays de la Loire;44;14;Nantes-4;1;39031;39677
52;Pays de la Loire;44;15;Nantes-5;1;42481;42920
52;Pays de la Loire;44;16;Nantes-6;1;47352;48098
52;Pays de la Loire;44;17;Nantes-7;1;50591;51303
52;Pays de la Loire;44;18;Nort-sur-Erdre;14;51156;52100
52;Pays de la Loire;44;19;Pontchâteau;13;49208;50140
52;Pays de la Loire;44;20;Pornic;8;40183;41018
52;Pays de la Loire;44;21;Rezé-1;6;42541;43227
52;Pays de la Loire;44;22;Rezé-2;1;37838;38505
52;Pays de la Loire;44;23;Saint-Brevin-les-Pins;9;48284;49509
52;Pays de la Loire;44;24;Saint-Herblain-1;4;60890;61869
52;Pays de la Loire;44;25;Saint-Herblain-2;2;50855;51816
52;Pays de la Loire;44;26;Saint-Nazaire-1;1;50089;51496
52;Pays de la Loire;44;27;Saint-Nazaire-2;6;51679;52379
52;Pays de la Loire;44;28;Saint-Philbert-de-Grand-Lieu;12;50497;51362
52;Pays de la Loire;44;29;Saint-Sébastien-sur-Loire;3;43322;44408
52;Pays de la Loire;44;30;Vallet;11;49064;50155
52;Pays de la Loire;44;31;Vertou;5;43866;44869
24;Centre-Val de Loire;45;01;Beaugency;13;26363;26941
24;Centre-Val de Loire;45;02;Châlette-sur-Loing;6;32506;33472
24;Centre-Val de Loire;45;03;Châteauneuf-sur-Loire;14;32171;32690
