"Code","Geographic Local Authority Code","Geographic Local Authority Name"
"DT203","215","HULL CITY COUNCIL"
"DT204","215","HULL CITY COUNCIL"
"DT205","215","HULL CITY COUNCIL"
"DT301","606","HERTFORDSHIRE COUNTY COUNCIL"
"DT302","625","BEDFORD BOROUGH COUNCIL"
"DT303","606","HERTFORDSHIRE COUNTY COUNCIL"
"DT401","820","KENT COUNTY COUNCIL"
"DT501","506","DERBYSHIRE COUNTY COUNCIL"
"DT601","713","CITY OF WESTMINSTER"
"DT701","725","LONDON BOROUGH OF HARROW"
"DT801","608","OXFORDSHIRE COUNTY COUNCIL"
"DT901","408","DUDLEY METROPOLITAN BOROUGH COUNCIL"
"DTA01","726","LONDON BOROUGH OF HAVERING"
"DTA02","805","SURREY COUNTY COUNCIL"
"DTC01","702","LONDON BOROUGH OF CAMDEN"
"DTC02","707","ROYAL BOROUGH OF KENSINGTON AND CHELSEA"
"DTD01","607","NORFOLK COUNTY COUNCIL"
"DTD02","607","NORFOLK COUNTY COUNCIL"
"DTD03","607","NORFOLK COUNTY COUNCIL"
"DTE01","322","WARRINGTON BOROUGH COUNCIL"
"DTE02","711","LONDON BOROUGH OF TOWER HAMLETS"
"DTF01","817","WILTSHIRE COUNCIL"
"DTG01","216","NORTH EAST LINCOLNSHIRE COUNCIL"
"DTH01","512","NOTTINGHAM CITY COUNCIL"
"DTJ01","814","SOUTHAMPTON CITY COUNCIL"
"DTJ02","814","SOUTHAMPTON CITY COUNCIL"
"DTK01","Z9D4Z","NORTH NORTHAMPTONSHIRE COUNCIL"
"DTL01","820","KENT COUNTY COUNCIL"
"DTL02","820","KENT COUNTY COUNCIL"
"DTL03","406","BIRMINGHAM CITY COUNCIL"
"DTM01","913","PLYMOUTH CITY COUNCIL"
"DTM02","913","PLYMOUTH CITY COUNCIL"
"DTM03","912","DEVON COUNTY COUNCIL"
"DTM04","902","CORNWALL COUNCIL"
"DTM05","913","PLYMOUTH CITY COUNCIL"
"DTM06","912","DEVON COUNTY COUNCIL"
"DTN01","609","SUFFOLK COUNTY COUNCIL"
"DTP01","219","CITY OF YORK COUNCIL"
"DTQ01","406","BIRMINGHAM CITY COUNCIL"
"DTQ02","406","BIRMINGHAM CITY COUNCIL"
"DTR01","820","KENT COUNTY COUNCIL"
"DTR02","719","LONDON BOROUGH OF BRENT"
"DTT01","327","CHESHIRE WEST AND CHESTER COUNCIL"
"DTT02","327","CHESHIRE WEST AND CHESTER COUNCIL"
"DTT03","327","CHESHIRE WEST AND CHESTER COUNCIL"
"DTT04","310","STOCKPORT METROPOLITAN BOROUGH COUNCIL"
"DTV01","316","LIVERPOOL CITY COUNCIL"
"DTV02","316","LIVERPOOL CITY COUNCIL"
"DTV03","316","LIVERPOOL CITY COUNCIL"
"DTW01","707","ROYAL BOROUGH OF KENSINGTON AND CHELSEA"
"DTW02","611","LUTON BOROUGH COUNCIL"
"DTX01","413","STAFFORDSHIRE COUNTY COUNCIL"
"DTY01","512","NOTTINGHAM CITY COUNCIL"
"DV001","817","WILTSHIRE COUNCIL"
"DV101","618","ROYAL BOROUGH OF WINDSOR AND MAIDENHEAD"
"DV102","805","SURREY COUNTY COUNCIL"
"DV201","W8X1Q","WESTMORLAND AND FURNESS COUNCIL"
"DV212","323","LANCASHIRE COUNTY COUNCIL"
"DV214","323","LANCASHIRE COUNTY COUNCIL"
"DV215","323","LANCASHIRE COUNTY COUNCIL"
"DV2LG","323","LANCASHIRE COUNTY COUNCIL"
"DV2QV","323","LANCASHIRE COUNTY COUNCIL"
"DV301","406","BIRMINGHAM CITY COUNCIL"
"DV302","406","BIRMINGHAM CITY COUNCIL"
"DV303","406","BIRMINGHAM CITY COUNCIL"
"DV401","904","GLOUCESTERSHIRE COUNTY COUNCIL"
"DV402","904","GLOUCESTERSHIRE COUNTY COUNCIL"
"DV501","706","LONDON BOROUGH OF ISLINGTON"
"DV502","704","LONDON BOROUGH OF HACKNEY"
"DV503","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DV504","509","LEICESTER CITY COUNCIL"
"DV505","511","NOTTINGHAMSHIRE COUNTY COUNCIL"
"DV601","912","DEVON COUNTY COUNCIL"
"DV701","721","LONDON BOROUGH OF CROYDON"
"DV801","306","MANCHESTER CITY COUNCIL"
"DV802","308","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"DV901","723","LONDON BOROUGH OF ENFIELD"
"DV902","606","HERTFORDSHIRE COUNTY COUNCIL"
"DVA01","Z9D4Z","NORTH NORTHAMPTONSHIRE COUNCIL"
"DVA02","508","LEICESTERSHIRE COUNTY COUNCIL"
"DVC01","511","NOTTINGHAMSHIRE COUNTY COUNCIL"
"DVD01","312","TRAFFORD METROPOLITAN BOROUGH COUNCIL"
"DVE01","406","BIRMINGHAM CITY COUNCIL"
"DVF01","820","KENT COUNTY COUNCIL"
"DVG01","305","BURY METROPOLITAN BOROUGH COUNCIL"
"DVH01","904","GLOUCESTERSHIRE COUNTY COUNCIL"
"DVH02","904","GLOUCESTERSHIRE COUNTY COUNCIL"
"DVJ01","609","SUFFOLK COUNTY COUNCIL"
"DVJ02","607","NORFOLK COUNTY COUNCIL"
"DVK01","607","NORFOLK COUNTY COUNCIL"
"DVL01","409","SANDWELL METROPOLITAN BOROUGH COUNCIL"
"DVM01","406","BIRMINGHAM CITY COUNCIL"
"DVM02","606","HERTFORDSHIRE COUNTY COUNCIL"
"DVN01","408","DUDLEY METROPOLITAN BOROUGH COUNCIL"
"DVP01","805","SURREY COUNTY COUNCIL"
"DVQ01","618","ROYAL BOROUGH OF WINDSOR AND MAIDENHEAD"
"DVR01","707","ROYAL BOROUGH OF KENSINGTON AND CHELSEA"
"DVR02","622","THURROCK COUNCIL"
"DVR03","622","THURROCK COUNCIL"
"DVR04","622","THURROCK COUNCIL"
"DVR05","622","THURROCK COUNCIL"
"DVT01","912","DEVON COUNTY COUNCIL"
"DVT02","912","DEVON COUNTY COUNCIL"
"DVV01","116","DURHAM COUNTY COUNCIL"
"DVV02","116","DURHAM COUNTY COUNCIL"
"DVW01","616","READING BOROUGH COUNCIL"
"DVX01","406","BIRMINGHAM CITY COUNCIL"
"DVY01","406","BIRMINGHAM CITY COUNCIL"
"DVY02","406","BIRMINGHAM CITY COUNCIL"
"DW001","738","BCP COUNCIL"
"DW401","508","LEICESTERSHIRE COUNTY COUNCIL"
"DW501","304","BOLTON METROPOLITAN BOROUGH COUNCIL"
"DW601","W8X1Q","WESTMORLAND AND FURNESS COUNCIL"
"DW602","H6X4G","CUMBERLAND COUNCIL"
"DW701","713","CITY OF WESTMINSTER"
"DW702","708","LONDON BOROUGH OF LAMBETH"
"DW703","705","LONDON BOROUGH OF HAMMERSMITH & FULHAM"
"DW704","729","ROYAL BOROUGH OF KINGSTON UPON THAMES"
"DW705","711","LONDON BOROUGH OF TOWER HAMLETS"
"DW706","714","CITY OF LONDON CORPORATION"
"DW707","707","ROYAL BOROUGH OF KENSINGTON AND CHELSEA"
"DW708","713","CITY OF WESTMINSTER"
"DW801","418","TELFORD & WREKIN COUNCIL"
"DW901","416","WORCESTERSHIRE COUNTY COUNCIL"
"DWA01","912","DEVON COUNTY COUNCIL"
"DWC01","735","LONDON BOROUGH OF WALTHAM FOREST"
"DWC02","731","LONDON BOROUGH OF NEWHAM"
"DWD01","410","SOLIHULL METROPOLITAN BOROUGH COUNCIL"
"DWE01","708","LONDON BOROUGH OF LAMBETH"
"DWF01","503","LINCOLNSHIRE COUNTY COUNCIL"
"DWF02","503","LINCOLNSHIRE COUNTY COUNCIL"
"DWG01","730","LONDON BOROUGH OF MERTON"
"DWG02","322","WARRINGTON BOROUGH COUNCIL"
"DWH01","406","BIRMINGHAM CITY COUNCIL"
"DWH02","406","BIRMINGHAM CITY COUNCIL"
"DWH03","406","BIRMINGHAM CITY COUNCIL"
"DWH04","406","BIRMINGHAM CITY COUNCIL"
"DWJ01","809","DORSET COUNCIL"
"DWK01","310","STOCKPORT METROPOLITAN BOROUGH COUNCIL"
"DWL01","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DWM01","212","LEEDS CITY COUNCIL"
"DWM02","212","LEEDS CITY COUNCIL"
"DWN01","820","KENT COUNTY COUNCIL"
"DWN02","820","KENT COUNTY COUNCIL"
"DWN03","820","KENT COUNTY COUNCIL"
"DWP01","713","CITY OF WESTMINSTER"
"DWQ01","506","DERBYSHIRE COUNTY COUNCIL"
"DWQ02","617","SLOUGH BOROUGH COUNCIL"
"DWQ03","617","SLOUGH BOROUGH COUNCIL"
"DWR01","805","SURREY COUNTY COUNCIL"
"DWT01","707","ROYAL BOROUGH OF KENSINGTON AND CHELSEA"
"DWV01","212","LEEDS CITY COUNCIL"
"DWV02","412","CITY OF WOLVERHAMPTON COUNCIL"
"DWV03","207","SHEFFIELD CITY COUNCIL"
"DWW01","323","LANCASHIRE COUNTY COUNCIL"
"DWX01","911","SOUTH GLOUCESTERSHIRE COUNCIL"
"DWY01","717","LONDON BOROUGH OF BARNET"
"DX001","407","COVENTRY CITY COUNCIL"
"DX101","608","OXFORDSHIRE COUNTY COUNCIL"
"DX102","702","LONDON BOROUGH OF CAMDEN"
"DX201","503","LINCOLNSHIRE COUNTY COUNCIL"
"DX301","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DX302","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DX303","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DX401","506","DERBYSHIRE COUNTY COUNCIL"
"DX402","506","DERBYSHIRE COUNTY COUNCIL"
"DX403","506","DERBYSHIRE COUNTY COUNCIL"
"DX404","506","DERBYSHIRE COUNTY COUNCIL"
"DX405","506","DERBYSHIRE COUNTY COUNCIL"
"DX501","510","RUTLAND COUNTY COUNCIL"
"DX502","503","LINCOLNSHIRE COUNTY COUNCIL"
"DX601","619","WOKINGHAM BOROUGH COUNCIL"
"DX701","713","CITY OF WESTMINSTER"
"DX801","406","BIRMINGHAM CITY COUNCIL"
"DX802","406","BIRMINGHAM CITY COUNCIL"
"DX901","713","CITY OF WESTMINSTER"
"DXA01","615","WEST BERKSHIRE COUNCIL"
"DXA02","615","WEST BERKSHIRE COUNCIL"
"DXC01","512","NOTTINGHAM CITY COUNCIL"
"DXC02","713","CITY OF WESTMINSTER"
"DXC03","306","MANCHESTER CITY COUNCIL"
"DXC04","U6Q5Z","WEST NORTHAMPTONSHIRE COUNCIL"
"DXC05","207","SHEFFIELD CITY COUNCIL"
"DXC06","820","KENT COUNTY COUNCIL"
"DXC07","406","BIRMINGHAM CITY COUNCIL"
"DXC08","713","CITY OF WESTMINSTER"
"DXC09","908","BATH AND NORTH EAST SOMERSET COUNCIL"
"DXC10","805","SURREY COUNTY COUNCIL"
"DXD01","615","WEST BERKSHIRE COUNCIL"
"DXD02","615","WEST BERKSHIRE COUNCIL"
"DXD03","615","WEST BERKSHIRE COUNCIL"
"DXE01","620","ESSEX COUNTY COUNCIL"
"DXE02","609","SUFFOLK COUNTY COUNCIL"
"DXE03","607","NORFOLK COUNTY COUNCIL"
"DXE04","607","NORFOLK COUNTY COUNCIL"
"DXE05","609","SUFFOLK COUNTY COUNCIL"
"DXF01","509","LEICESTER CITY COUNCIL"
"DXF02","509","LEICESTER CITY COUNCIL"
"DXF03","509","LEICESTER CITY COUNCIL"
"DXG01","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DXH01","619","WOKINGHAM BOROUGH COUNCIL"
"DXJ02","732","LONDON BOROUGH OF REDBRIDGE"
"DXK01","616","READING BOROUGH COUNCIL"
"DXK02","415","HEREFORDSHIRE COUNCIL"
"DXK03","316","LIVERPOOL CITY COUNCIL"
"DXK04","317","SEFTON METROPOLITAN BOROUGH COUNCIL"
"DXK05","116","DURHAM COUNTY COUNCIL"
"DXK06","219","CITY OF YORK COUNCIL"
"DXK07","511","NOTTINGHAMSHIRE COUNTY COUNCIL"
"DXK08","702","LONDON BOROUGH OF CAMDEN"
"DXK09","408","DUDLEY METROPOLITAN BOROUGH COUNCIL"
"DXK0A","624","PETERBOROUGH CITY COUNCIL"
"DXK0B","912","DEVON COUNTY COUNCIL"
"DXK0C","617","SLOUGH BOROUGH COUNCIL"
"DXK10","608","OXFORDSHIRE COUNTY COUNCIL"
"DXL01","606","HERTFORDSHIRE COUNTY COUNCIL"
"DXL02","617","SLOUGH BOROUGH COUNCIL"
"DXL03","606","HERTFORDSHIRE COUNTY COUNCIL"
"DXM01","412","CITY OF WOLVERHAMPTON COUNCIL"
"DXM02","507","DERBY CITY COUNCIL"
"DXN01","412","CITY OF WOLVERHAMPTON COUNCIL"
"DXN02","406","BIRMINGHAM CITY COUNCIL"
"DXN03","406","BIRMINGHAM CITY COUNCIL"
"DXN04","406","BIRMINGHAM CITY COUNCIL"
"DXN05","406","BIRMINGHAM CITY COUNCIL"
"DXN06","409","SANDWELL METROPOLITAN BOROUGH COUNCIL"
"DXN08","406","BIRMINGHAM CITY COUNCIL"
"DXN09","406","BIRMINGHAM CITY COUNCIL"
"DXN10","406","BIRMINGHAM CITY COUNCIL"
"DXN11","409","SANDWELL METROPOLITAN BOROUGH COUNCIL"
"DXN12","406","BIRMINGHAM CITY COUNCIL"
"DXN13","406","BIRMINGHAM CITY COUNCIL"
"DXN14","406","BIRMINGHAM CITY COUNCIL"
"DXN15","411","WALSALL METROPOLITAN BOROUGH COUNCIL"
"DXN16","406","BIRMINGHAM CITY COUNCIL"
"DXN17","409","SANDWELL METROPOLITAN BOROUGH COUNCIL"
"DXN18","406","BIRMINGHAM CITY COUNCIL"
"DXN19","410","SOLIHULL METROPOLITAN BOROUGH COUNCIL"
"DXN20","406","BIRMINGHAM CITY COUNCIL"
"DXN21","406","BIRMINGHAM CITY COUNCIL"
"DXP01","416","WORCESTERSHIRE COUNTY COUNCIL"
"DXQ01","710","LONDON BOROUGH OF SOUTHWARK"
"DXQ02","911","SOUTH GLOUCESTERSHIRE COUNCIL"
"DXR01","304","BOLTON METROPOLITAN BOROUGH COUNCIL"
"DXR02","304","BOLTON METROPOLITAN BOROUGH COUNCIL"
"DXT01","713","CITY OF WESTMINSTER"
"DXV01","710","LONDON BOROUGH OF SOUTHWARK"
"DXV02","621","SOUTHEND-ON-SEA BOROUGH COUNCIL"
"DXV03","727","LONDON BOROUGH OF HILLINGDON"
"DXV08","215","HULL CITY COUNCIL"
"DXV0A","412","CITY OF WOLVERHAMPTON COUNCIL"
"DXV0B","812","HAMPSHIRE COUNTY COUNCIL"
"DXV0C","412","CITY OF WOLVERHAMPTON COUNCIL"
"DXV0D","412","CITY OF WOLVERHAMPTON COUNCIL"
"DXV0F","412","CITY OF WOLVERHAMPTON COUNCIL"
"DXV0G","412","CITY OF WOLVERHAMPTON COUNCIL"
"DXV0H","727","LONDON BOROUGH OF HILLINGDON"
"DXV0I","724","LONDON BOROUGH OF HARINGEY"
"DXV0J","726","LONDON BOROUGH OF HAVERING"
"DXV0O","807","WEST SUSSEX COUNTY COUNCIL"
"DXV0R","807","WEST SUSSEX COUNTY COUNCIL"
"DXV0S","807","WEST SUSSEX COUNTY COUNCIL"
"DXV0T","414","STOKE-ON-TRENT CITY COUNCIL"
"DXV0V","713","CITY OF WESTMINSTER"
"DXV0W","306","MANCHESTER CITY COUNCIL"
"DXV18","820","KENT COUNTY COUNCIL"
"DXV19","820","KENT COUNTY COUNCIL"
"DXV1A","306","MANCHESTER CITY COUNCIL"
"DXV29","821","MEDWAY COUNCIL"
"DXV2A","820","KENT COUNTY COUNCIL"
"DXV43","728","LONDON BOROUGH OF HOUNSLOW"
"DXV44","724","LONDON BOROUGH OF HARINGEY"
"DXV45","724","LONDON BOROUGH OF HARINGEY"
"DXV46","724","LONDON BOROUGH OF HARINGEY"
"DXV47","724","LONDON BOROUGH OF HARINGEY"
"DXV50","728","LONDON BOROUGH OF HOUNSLOW"
"DXV54","704","LONDON BOROUGH OF HACKNEY"
"DXV63","716","LONDON BOROUGH OF BARKING AND DAGENHAM"
"DXV65","412","CITY OF WOLVERHAMPTON COUNCIL"
"DXV67","812","HAMPSHIRE COUNTY COUNCIL"
"DXV70","624","PETERBOROUGH CITY COUNCIL"
"DXV71","312","TRAFFORD METROPOLITAN BOROUGH COUNCIL"
"DXV73","306","MANCHESTER CITY COUNCIL"
"DXV74","623","CAMBRIDGESHIRE COUNTY COUNCIL"
"DXV78","704","LONDON BOROUGH OF HACKNEY"
"DXV82","727","LONDON BOROUGH OF HILLINGDON"
"DXV83","727","LONDON BOROUGH OF HILLINGDON"
"DXV84","727","LONDON BOROUGH OF HILLINGDON"
"DXV85","812","HAMPSHIRE COUNTY COUNCIL"
"DXV86","812","HAMPSHIRE COUNTY COUNCIL"
"DXV87","623","CAMBRIDGESHIRE COUNTY COUNCIL"
"DXV89","812","HAMPSHIRE COUNTY COUNCIL"
"DXV8A","306","MANCHESTER CITY COUNCIL"
"DXV90","306","MANCHESTER CITY COUNCIL"
"DXV91","306","MANCHESTER CITY COUNCIL"
"DXV92","312","TRAFFORD METROPOLITAN BOROUGH COUNCIL"
"DXV93","312","TRAFFORD METROPOLITAN BOROUGH COUNCIL"
"DXV94","732","LONDON BOROUGH OF REDBRIDGE"
"DXV95","716","LONDON BOROUGH OF BARKING AND DAGENHAM"
"DXV96","726","LONDON BOROUGH OF HAVERING"
"DXV98","413","STAFFORDSHIRE COUNTY COUNCIL"
"DXV99","413","STAFFORDSHIRE COUNTY COUNCIL"
"DXV9A","812","HAMPSHIRE COUNTY COUNCIL"
"DXV9B","414","STOKE-ON-TRENT CITY COUNCIL"
"DXV9C","414","STOKE-ON-TRENT CITY COUNCIL"
"DXV9D","306","MANCHESTER CITY COUNCIL"
"DXW01","508","LEICESTERSHIRE COUNTY COUNCIL"
"DXX01","116","DURHAM COUNTY COUNCIL"
"DXX02","212","LEEDS CITY COUNCIL"
"DXX03","323","LANCASHIRE COUNTY COUNCIL"
"DXY01","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DY001","732","LONDON BOROUGH OF REDBRIDGE"
"DY002","316","LIVERPOOL CITY COUNCIL"
"DY003","407","COVENTRY CITY COUNCIL"
"DY004","318","ST HELENS COUNCIL"
"DY005","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DY006","812","HAMPSHIRE COUNTY COUNCIL"
"DY007","508","LEICESTERSHIRE COUNTY COUNCIL"
"DY008","217","NORTH LINCOLNSHIRE COUNCIL"
"DY009","819","SWINDON BOROUGH COUNCIL"
"DY00A","706","LONDON BOROUGH OF ISLINGTON"
"DY00B","107","NEWCASTLE CITY COUNCIL"
"DY00C","803","ISLE OF WIGHT COUNCIL"
"DY00D","803","ISLE OF WIGHT COUNCIL"
"DY00E","725","LONDON BOROUGH OF HARROW"
"DY00F","W8X1Q","WESTMORLAND AND FURNESS COUNCIL"
"DY00G","408","DUDLEY METROPOLITAN BOROUGH COUNCIL"
"DY00H","817","WILTSHIRE COUNCIL"
"DY00I","W8X1Q","WESTMORLAND AND FURNESS COUNCIL"
"DY00J","W8X1Q","WESTMORLAND AND FURNESS COUNCIL"
"DY201","406","BIRMINGHAM CITY COUNCIL"
"DY202","406","BIRMINGHAM CITY COUNCIL"
"DY301","108","NORTH TYNESIDE COUNCIL"
"DY401","902","CORNWALL COUNCIL"
"DY402","902","CORNWALL COUNCIL"
"DY501","606","HERTFORDSHIRE COUNTY COUNCIL"
"DY601","812","HAMPSHIRE COUNTY COUNCIL"
"DY602","812","HAMPSHIRE COUNTY COUNCIL"
"DY701","723","LONDON BOROUGH OF ENFIELD"
"DY801","323","LANCASHIRE COUNTY COUNCIL"
"DY901","309","SALFORD CITY COUNCIL"
"DY902","819","SWINDON BOROUGH COUNCIL"
"DYA01","914","TORBAY COUNCIL"
"DYC01","730","LONDON BOROUGH OF MERTON"
"DYE01","815","EAST SUSSEX COUNTY COUNCIL"
"DYF01","713","CITY OF WESTMINSTER"
"DYF02","713","CITY OF WESTMINSTER"
"DYG01","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DYG02","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DYG03","218","NORTH YORKSHIRE COUNCIL"
"DYG04","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DYH01","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DYH02","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DYH03","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DYJ01","803","ISLE OF WIGHT COUNCIL"
"DYJ02","805","SURREY COUNTY COUNCIL"
"DYL01","218","NORTH YORKSHIRE COUNCIL"
"DYM01","713","CITY OF WESTMINSTER"
"DYN01","710","LONDON BOROUGH OF SOUTHWARK"
"DYP01","406","BIRMINGHAM CITY COUNCIL"
"DYQ01","812","HAMPSHIRE COUNTY COUNCIL"
"DYR01","406","BIRMINGHAM CITY COUNCIL"
"DYT01","707","ROYAL BOROUGH OF KENSINGTON AND CHELSEA"
"DYV01","310","STOCKPORT METROPOLITAN BOROUGH COUNCIL"
"DYW01","706","LONDON BOROUGH OF ISLINGTON"
"DYX01","704","LONDON BOROUGH OF HACKNEY"
"DYY01","316","LIVERPOOL CITY COUNCIL"
"E0B4L","323","LANCASHIRE COUNTY COUNCIL"
"E0M8H","511","NOTTINGHAMSHIRE COUNTY COUNCIL"
"E0Q6T","812","HAMPSHIRE COUNTY COUNCIL"
"E0T0X","734","LONDON BOROUGH OF SUTTON"
"E0U2E","805","SURREY COUNTY COUNCIL"
"E0W9W","406","BIRMINGHAM CITY COUNCIL"
"E0Y8G","413","STAFFORDSHIRE COUNTY COUNCIL"
"E0Z1D","712","LONDON BOROUGH OF WANDSWORTH"
"E1C3J","110","SUNDERLAND CITY COUNCIL"
"E1C9M","308","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"E1D2H","723","LONDON BOROUGH OF ENFIELD"
"E1F3Q","805","SURREY COUNTY COUNCIL"
"E1F5D","608","OXFORDSHIRE COUNTY COUNCIL"
"E1F5G","608","OXFORDSHIRE COUNTY COUNCIL"
"E1G4V","508","LEICESTERSHIRE COUNTY COUNCIL"
"E1M8Z","318","ST HELENS COUNCIL"
"E1O3W","212","LEEDS CITY COUNCIL"
"E1O9O","904","GLOUCESTERSHIRE COUNTY COUNCIL"
"E1P7V","812","HAMPSHIRE COUNTY COUNCIL"
"E1S2C","809","DORSET COUNCIL"
"E1S5A","306","MANCHESTER CITY COUNCIL"
"E1W7W","805","SURREY COUNTY COUNCIL"
"E2C0I","212","LEEDS CITY COUNCIL"
"E2F7G","411","WALSALL METROPOLITAN BOROUGH COUNCIL"
"E2I6D","509","LEICESTER CITY COUNCIL"
"E2J1B","305","BURY METROPOLITAN BOROUGH COUNCIL"
"E2M5X","218","NORTH YORKSHIRE COUNCIL"
"E2W6T","916","BUCKINGHAMSHIRE COUNCIL"
"E2X3J","721","LONDON BOROUGH OF CROYDON"
"E3D4A","902","CORNWALL COUNCIL"
"E3G3N","805","SURREY COUNTY COUNCIL"
"E3Q0W","413","STAFFORDSHIRE COUNTY COUNCIL"
"E3S9B","625","BEDFORD BOROUGH COUNCIL"
"E3X6B","620","ESSEX COUNTY COUNCIL"
"E3Y7P","616","READING BOROUGH COUNCIL"
"E3Y9J","511","NOTTINGHAMSHIRE COUNTY COUNCIL"
"E3Z0U","309","SALFORD CITY COUNCIL"
"E4A5N","318","ST HELENS COUNCIL"
"E4B5W","306","MANCHESTER CITY COUNCIL"
"E4K5T","106","GATESHEAD METROPOLITAN BOROUGH COUNCIL"
"E4O5F","820","KENT COUNTY COUNCIL"
"E4O9T","735","LONDON BOROUGH OF WALTHAM FOREST"
"E4P4L","311","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"E4V4E","215","HULL CITY COUNCIL"
"E4X6O","323","LANCASHIRE COUNTY COUNCIL"
"E5D9X","413","STAFFORDSHIRE COUNTY COUNCIL"
"E5J8M","305","BURY METROPOLITAN BOROUGH COUNCIL"
"E5M7K","323","LANCASHIRE COUNTY COUNCIL"
"E5O4Y","507","DERBY CITY COUNCIL"
"E5P0J","116","DURHAM COUNTY COUNCIL"
"E5R3B","819","SWINDON BOROUGH COUNCIL"
"E5W0T","323","LANCASHIRE COUNTY COUNCIL"
"E5X0Q","916","BUCKINGHAMSHIRE COUNCIL"
"E6B3A","323","LANCASHIRE COUNTY COUNCIL"
"E6B9Y","409","SANDWELL METROPOLITAN BOROUGH COUNCIL"
"E6D4R","104","NORTHUMBERLAND COUNTY COUNCIL"
"E6I8L","304","BOLTON METROPOLITAN BOROUGH COUNCIL"
"E6U2K","323","LANCASHIRE COUNTY COUNCIL"
"E7H8X","916","BUCKINGHAMSHIRE COUNCIL"
"E7I9S","735","LONDON BOROUGH OF WALTHAM FOREST"
"E7N0X","620","ESSEX COUNTY COUNCIL"
"E7N8B","815","EAST SUSSEX COUNTY COUNCIL"
"E7O4K","820","KENT COUNTY COUNCIL"
"E7R3G","623","CAMBRIDGESHIRE COUNTY COUNCIL"
"E7S6H","211","KIRKLEES COUNCIL"
"E7W4V","615","WEST BERKSHIRE COUNCIL"
"E7W9L","805","SURREY COUNTY COUNCIL"
"E8H6H","720","LONDON BOROUGH OF BROMLEY"
"E8J6K","735","LONDON BOROUGH OF WALTHAM FOREST"
"E8L3Q","413","STAFFORDSHIRE COUNTY COUNCIL"
"E8N1Z","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"E8O9R","212","LEEDS CITY COUNCIL"
"E8S8T","735","LONDON BOROUGH OF WALTHAM FOREST"
"E8V1X","606","HERTFORDSHIRE COUNTY COUNCIL"
"E8X8R","512","NOTTINGHAM CITY COUNCIL"
"E8Y3I","323","LANCASHIRE COUNTY COUNCIL"
"E9F3W","016","CONWY UA"
"E9H6L","607","NORFOLK COUNTY COUNCIL"
"E9H6X","733","LONDON BOROUGH OF RICHMOND UPON THAMES"
"E9H8D","805","SURREY COUNTY COUNCIL"
"E9I2M","217","NORTH LINCOLNSHIRE COUNCIL"
"E9I4S","812","HAMPSHIRE COUNTY COUNCIL"
"E9R9Y","716","LONDON BOROUGH OF BARKING AND DAGENHAM"
"E9S3S","616","READING BOROUGH COUNCIL"
"E9S9M","620","ESSEX COUNTY COUNCIL"
"E9W0C","713","CITY OF WESTMINSTER"
"E9Y9O","735","LONDON BOROUGH OF WALTHAM FOREST"
"E9Z2K","622","THURROCK COUNCIL"
"E9Z3C","902","CORNWALL COUNCIL"
"F0A6Y","807","WEST SUSSEX COUNTY COUNCIL"
"F0C9B","207","SHEFFIELD CITY COUNCIL"
"F0O0G","512","NOTTINGHAM CITY COUNCIL"
"F0R5R","912","DEVON COUNTY COUNCIL"
"F0T7V","404","WARWICKSHIRE COUNTY COUNCIL"
"F1E2X","710","LONDON BOROUGH OF SOUTHWARK"
"F1H4S","H6X4G","CUMBERLAND COUNCIL"
"F1I4E","506","DERBYSHIRE COUNTY COUNCIL"
"F1I8C","205","DONCASTER METROPOLITAN BOROUGH COUNCIL"
"F1J6J","411","WALSALL METROPOLITAN BOROUGH COUNCIL"
"F1K0C","508","LEICESTERSHIRE COUNTY COUNCIL"
"F1K9Z","204","BARNSLEY METROPOLITAN BOROUGH COUNCIL"
"F1O5R","214","EAST RIDING OF YORKSHIRE COUNCIL"
"F1S0K","805","SURREY COUNTY COUNCIL"
"F1U7Y","620","ESSEX COUNTY COUNCIL"
"F1V5G","506","DERBYSHIRE COUNTY COUNCIL"
"F2J4X","413","STAFFORDSHIRE COUNTY COUNCIL"
"F2K2E","709","LONDON BOROUGH OF LEWISHAM"
"F2O9Z","730","LONDON BOROUGH OF MERTON"
